"doi","publication_date","title","biod","citeulike","crossref","scopus","pubmed","researchblogging","nature","bloglines","postgenomic","facebook","twitter","wikipedia","scienceseeker","counter_html","counter_pdf","counter_xml","counter","pmc_html","pmc_pdf","pmc","mendeley_readers","mendeley_groups","mendeley","comments","comment_replies","trackbacks","f1000","article_type"
"10.1371/journal.pbio.1000461",2010-08-24,"A Complete Developmental Sequence of a <italic>Drosophila</italic> Neuronal Lineage as Revealed by Twin-Spot MARCM",0,2,12,8,5,0,0,0,0,0,0,0,0,3558,1069,81,4708,444,215,659,50,0,50,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000462",2010-08-24,"<italic>TRIM5</italic> Suppresses Cross-Species Transmission of a Primate Immunodeficiency Virus and Selects for Emergence of Resistant Variants in the New Species",0,6,30,25,39,0,0,0,0,3,0,0,0,3383,943,59,4385,458,217,675,22,0,22,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000463",2010-08-24,"TRIMming SIV Transmission between Species",0,0,0,0,0,0,0,0,0,1,0,0,0,1365,271,50,1686,92,28,120,3,0,3,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000464",2010-08-24,"â<italic>Mens Sana In Corpore Sano</italic>â: Exercise and Hypothalamic ER Stress",0,2,1,1,0,0,0,0,0,11,0,0,0,4476,875,84,5435,592,240,832,24,0,24,0,0,0,0,"Primer"
"10.1371/journal.pbio.1000465",2010-08-24,"IL-6 and IL-10 Anti-Inflammatory Activity Links Exercise to Hypothalamic Insulin and Leptin Sensitivity through IKK? and ER Stress Inhibition",0,4,23,19,14,1,0,0,0,28,2,0,0,13715,2761,140,16616,1933,1095,3028,48,0,48,0,0,0,3,"Research Article"
"10.1371/journal.pbio.1000466",2010-08-31,"The <italic>Perilipin</italic> Homologue, <italic>Lipid Storage Droplet 2</italic>, Regulates Sleep Homeostasis and Prevents Learning Impairments Following Sleep Loss",0,0,10,6,8,0,0,0,0,0,0,0,0,3711,887,90,4688,635,269,904,17,0,17,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000467",2010-08-31,"Distinct Olfactory Signaling Mechanisms in the Malaria Vector Mosquito <italic>Anopheles gambiae</italic>",0,1,13,11,13,0,0,0,0,4,0,0,0,5324,1211,57,6592,483,254,737,37,0,37,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000468",2010-08-31,"The Somatic Reproductive Tissues of <italic>C. elegans</italic> Promote Longevity through Steroid Hormone Signaling",0,1,14,10,7,0,0,0,0,0,0,0,0,3732,999,59,4790,767,379,1146,48,0,48,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000469",2010-08-31,"Precise Temperature Compensation of Phase in a Rhythmic Motor Pattern",0,4,6,9,8,0,0,0,0,0,0,1,0,2533,589,53,3175,328,176,504,24,0,24,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000470",2010-08-31,"Firing Hot, Firing Cold: How Poikilotherms Compensate for Temperature Swings",0,0,0,0,0,0,0,0,0,0,0,0,0,2626,396,63,3085,242,44,286,4,0,4,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000471",2010-09-07,"A Global Census of Fission Yeast Deubiquitinating Enzyme Localization and Interaction Networks Reveals Distinct Compartmentalization Profiles and Overlapping Functions in Endocytosis and Polarity",0,2,9,18,15,0,0,0,0,0,0,0,0,3798,898,70,4766,625,301,926,28,0,28,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000472",2010-08-31,"Finding the Right Questions: Exploratory Pathway Analysis to Enhance Biological Discovery in Large Datasets",0,19,8,5,3,0,0,0,0,0,4,0,0,5617,1293,91,7001,427,174,601,97,0,97,0,0,0,0,"Essay"
"10.1371/journal.pbio.1000473",2010-09-07,"Brief Bursts Self-Inhibit and Correlate the Pyramidal Network",0,3,11,13,7,0,0,0,0,0,0,0,0,3546,1059,58,4663,424,173,597,42,0,42,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000474",2010-09-07,"Quiet Down Now: How Excitatory Neurons Inhibit One Another",0,0,0,0,0,0,0,0,0,0,0,0,0,2536,448,84,3068,76,33,109,1,0,1,1,1,0,0,"Synopsis"
"10.1371/journal.pbio.1000475",2010-09-07,"Multi-Platform Next-Generation Sequencing of the Domestic Turkey (<italic>Meleagris gallopavo</italic>): Genome Assembly and Analysis",0,14,63,83,49,1,0,0,0,16,0,3,1,14285,2805,78,17168,1725,640,2365,82,0,82,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000476",2010-09-07,"A Senescence-Like Cell-Cycle Arrest Occurs During Megakaryocytic Maturation: Implications for Physiological and Pathological Megakaryocytic Proliferation",0,0,7,11,4,0,0,0,0,0,0,0,0,3271,788,45,4104,612,291,903,17,0,17,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000477",2010-09-07,"Arms and the Man: The Problem of Symmetric Growth",0,1,1,4,2,0,0,0,0,6,0,0,0,5355,1001,89,6445,259,71,330,26,0,26,1,0,0,0,"Unsolved Mystery"
"10.1371/journal.pbio.1000478",2010-09-21,"NOX4: A Guilty Party in Stroke Damage",0,0,2,3,2,0,0,0,0,0,0,0,0,3054,534,75,3663,187,92,279,0,0,0,1,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000479",2010-09-21,"Post-Stroke Inhibition of Induced NADPH Oxidase Type 4 Prevents Oxidative Stress and Neurodegeneration",0,1,45,65,28,0,0,0,0,0,0,0,0,8060,1894,60,10014,1501,900,2401,29,0,29,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000480",2010-09-14,"Polymorphic <italic>Cis</italic>- and <italic>Trans</italic>-Regulation of Human Gene Expression",0,15,17,32,19,0,0,0,0,0,1,0,0,8278,2132,130,10540,750,442,1192,59,0,59,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000481",2010-09-14,"Attenuated T Cell Responses to a High-Potency Ligand In Vivo",0,0,7,13,5,0,0,0,0,0,0,0,0,2850,714,68,3632,333,181,514,16,0,16,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000482",2010-09-14,"The Goldilocks Model for TCRâToo Much Attraction Might Not Be Best for Vaccine Design",0,0,2,3,0,0,0,0,0,0,0,0,0,2002,431,59,2492,133,62,195,12,0,12,0,0,0,0,"Primer"
"10.1371/journal.pbio.1000483",2010-09-14,"Complete Structural Model of <italic>Escherichia coli</italic> RNA Polymerase from a Hybrid Approach",0,2,20,28,11,0,0,0,0,0,0,0,0,4960,1125,61,6146,601,360,961,23,0,23,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000484",2010-09-21,"A Key Commitment Step in Erythropoiesis Is Synchronized with the Cell Cycle Clock through Mutual Inhibition between PU.1 and S-Phase Progression",0,1,12,22,13,0,0,0,0,0,0,1,0,3511,794,47,4352,576,333,909,22,0,22,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000485",2010-09-14,"Bringing the Tiger Back from the BrinkâThe Six Percent Solution",1950,2,26,32,7,1,0,0,0,97,4,0,0,17050,2025,94,19169,563,260,823,106,0,106,3,1,0,0,"Perspective"
"10.1371/journal.pbio.1000486",2010-09-14,"A Mixture of âCheatsâ and âCo-Operatorsâ Can Enable Maximal Group Benefit",0,5,9,9,6,0,0,0,0,42,0,0,0,7415,1524,82,9021,167,86,253,37,0,37,3,3,0,0,"Research Article"
"10.1371/journal.pbio.1000487",2010-09-14,"The Upside of Slackers",0,0,0,0,0,0,0,0,0,17,0,0,0,3523,358,130,4011,77,18,95,6,0,6,1,1,0,0,"Synopsis"
"10.1371/journal.pbio.1000488",2010-09-21,"Stochastic E2F Activation and Reconciliation of Phenomenological Cell-Cycle Models",0,2,5,8,7,0,0,0,0,1,0,0,0,3449,679,57,4185,228,96,324,12,0,12,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000489",2010-09-21,"Broca's Region: Novel Organizational Principles and Multiple Receptor Mapping",0,3,27,38,18,0,0,0,0,0,0,0,0,5528,1494,66,7088,656,397,1053,80,0,80,0,0,0,3,"Research Article"
"10.1371/journal.pbio.1000492",2010-09-28,"Desynchronization of Neocortical Networks by Asynchronous Release of GABA at Autaptic and Synaptic Contacts from Fast-Spiking Interneurons",0,3,4,12,7,0,0,0,0,0,0,0,0,2321,718,69,3108,389,185,574,12,0,12,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000493",2010-09-28,"Inferring the Dynamics of Diversification: A Coalescent Approach",33,7,27,29,17,0,0,0,0,4,0,1,0,4635,1347,69,6051,235,90,325,127,0,127,1,0,0,3,"Research Article"
"10.1371/journal.pbio.1000494",2010-10-05,"Chromosomal Redistribution of Male-Biased Genes in Mammalian Evolution with Two Bursts of Gene Gain on the X Chromosome",0,3,24,39,24,0,0,0,0,0,0,0,0,4022,1067,101,5190,336,173,509,34,0,34,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000495",2010-09-28,"Genomic Fossils Calibrate the Long-Term Evolution of Hepadnaviruses",0,6,13,25,14,3,1,0,0,13,0,1,0,5880,1137,51,7068,333,194,527,47,0,47,1,0,0,0,"Research Article"
"10.1371/journal.pbio.1000496",2010-10-05,"The DNA/RNA-Dependent RNA Polymerase QDE-1 Generates Aberrant RNA and dsRNA for RNAi in a Process Requiring Replication Protein A and a DNA Helicase",0,2,7,10,6,0,0,0,0,1,0,0,0,3247,768,67,4082,494,319,813,25,0,25,0,0,1,0,"Research Article"
"10.1371/journal.pbio.1000497",2010-10-05,"Protein Evolution by Molecular Tinkering: Diversification of the Nuclear Receptor Superfamily from a Ligand-Dependent Ancestor",0,2,13,22,8,1,0,0,0,5,0,2,0,6184,1525,71,7780,436,230,666,57,0,57,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000498",2010-09-28,"Clever Cattle Parasite Captures Cell Division Machinery",0,0,0,0,0,0,0,0,0,4,0,0,0,2599,332,63,2994,94,42,136,7,0,7,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000499",2010-09-28,"The Transforming Parasite <italic>Theileria</italic> Co-opts Host Cell Mitotic and Central Spindles to Persist in Continuously Dividing Cells",0,1,9,13,6,0,0,0,0,5,0,0,0,4123,833,49,5005,337,176,513,17,0,17,0,0,0,5,"Research Article"
"10.1371/journal.pbio.1000500",2010-09-28,"A Widespread Chromosomal Inversion Polymorphism Contributes to a Major Life-History Transition, Local Adaptation, and Reproductive Isolation",0,7,32,40,14,0,0,0,0,0,0,0,0,7030,1646,65,8741,226,152,378,82,0,82,0,0,0,4,"Research Article"
"10.1371/journal.pbio.1000501",2010-09-28,"How and Why Chromosome Inversions Evolve",0,4,14,23,11,0,0,0,0,2,0,0,0,10571,1794,86,12451,236,96,332,87,0,87,1,0,0,0,"Primer"
"10.1371/journal.pbio.1000502",2010-10-05,"An Integrated Micro- and Macroarchitectural Analysis of the <italic>Drosophila</italic> Brain by Computer-Assisted Serial Section Electron Microscopy",0,4,25,45,17,0,0,0,0,0,0,0,0,5147,1359,62,6568,383,220,603,51,0,51,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000503",2010-10-12,"Genome-Wide Analysis of Light- and Temperature-Entrained Circadian Transcripts in <italic>Caenorhabditis elegans</italic>",0,3,9,7,2,0,0,0,0,1,0,0,0,4434,1208,68,5710,421,252,673,41,0,41,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000504",2010-10-05,"Axonal Signaling Proteins Take the ER Highway",0,0,0,0,0,0,0,0,0,0,0,0,0,1828,283,61,2172,65,31,96,10,0,10,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000505",2010-10-05,"Polarized Secretion of <italic>Drosophila</italic> EGFR Ligand from Photoreceptor Neurons Is Controlled by ER Localization of the Ligand-Processing Machinery",0,0,4,7,3,0,0,0,0,0,0,0,0,2969,703,48,3720,303,209,512,19,0,19,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000506",2010-11-02,"The Honey Bee Epigenomes: Differential Methylation of Brain DNA in Queens and Workers",0,15,64,65,28,0,2,0,0,58,0,0,0,22923,5168,167,28258,1942,1004,2946,218,0,218,1,0,0,2,"Research Article"
"10.1371/journal.pbio.1000507",2010-10-12,"Subtle Alterations in PCNA-Partner Interactions Severely Impair DNA Replication and Repair",0,1,8,9,4,0,0,0,0,0,0,0,0,2395,613,54,3062,407,179,586,22,0,22,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000508",2010-10-05,"Open Education, Open Minds",0,5,0,0,0,0,0,0,0,5,4,0,0,5344,634,119,6097,126,88,214,19,0,19,8,0,0,0,"Editorial"
"10.1371/journal.pbio.1000509",2010-10-12,"Genome-Wide Analyses Reveal a Role for Peptide Hormones in Planarian Germline Development",0,1,27,32,19,0,0,0,0,0,0,0,0,5044,1034,62,6140,689,348,1037,12,0,12,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000510",2010-10-05,"In Living Color: Bacterial Pigments as an Untapped Resource in the Classroom and Beyond",0,1,0,1,1,0,0,0,0,59,7,0,0,10536,1405,76,12017,601,187,788,27,0,27,1,0,0,0,"Education"
"10.1371/journal.pbio.1000511",2010-10-12,"Day and Night: Circadian Rhythms in Worms",0,1,0,0,0,0,0,0,0,0,0,0,0,2487,495,81,3063,61,25,86,10,0,10,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000512",2010-10-12,"Fission Yeast Cells Undergo Nuclear Division in the Absence of Spindle Microtubules",0,1,11,12,4,1,0,0,0,1,0,0,0,4531,1159,48,5738,484,253,737,35,0,35,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000513",2010-10-12,"Emergence of Noise-Induced Oscillations in the Central Circadian Pacemaker",0,1,14,7,16,0,0,0,0,12,0,0,0,3910,1297,60,5267,578,308,886,78,0,78,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000514",2010-10-19,"Quiescent Fibroblasts Exhibit High Metabolic Activity",0,1,31,37,18,0,0,0,0,0,0,0,0,7688,2435,98,10221,1029,487,1516,58,0,58,0,0,0,4,"Research Article"
"10.1371/journal.pbio.1000515",2010-10-12,"Nuclear Fission without Microtubulesâa Return to the Past?",0,0,0,0,0,1,0,0,0,0,0,0,0,12537,284,55,12876,51,28,79,5,0,5,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000516",2010-10-19,"Alignment between PIN1 Polarity and Microtubule Orientation in the Shoot Apical Meristem Reveals a Tight Coupling between Morphogenesis and Auxin Transport",0,0,42,46,13,0,0,0,0,0,0,0,0,5441,1975,81,7497,750,556,1306,84,0,84,1,0,0,3,"Research Article"
"10.1371/journal.pbio.1000517",2010-10-19,"Stress May Drive Plant Patterns",0,1,0,0,0,0,0,0,0,0,0,0,0,3174,597,71,3842,77,26,103,9,0,9,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000518",2010-10-26,"Non-Canonical NF-?B Activation and Abnormal B Cell Accumulation in Mice Expressing Ubiquitin Protein Ligase-Inactive c-IAP2",0,0,11,13,7,0,0,0,0,0,0,0,0,2649,710,74,3433,394,193,587,16,0,16,0,0,0,1,"Research Article"
"10.1371/journal.pbio.1000519",2010-10-19,"Trying to Avoid Your Sister",0,0,4,5,3,0,0,0,0,0,0,0,0,4104,894,180,5178,319,114,433,29,0,29,0,0,0,0,"Primer"
"10.1371/journal.pbio.1000520",2010-10-19,"Frequent and Efficient Use of the Sister Chromatid for DNA Double-Strand Break Repair during Budding Yeast Meiosis",0,3,9,21,19,0,0,0,0,0,0,0,0,3243,784,48,4075,336,217,553,31,0,31,0,0,0,1,"Research Article"
"10.1371/journal.pbio.1000521",2010-11-02,"WRAP53 Is Essential for Cajal Body Formation and for Targeting the Survival of Motor Neuron Complex to Cajal Bodies",0,1,15,17,7,0,0,0,0,0,0,0,0,2506,668,55,3229,628,377,1005,13,0,13,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000522",2010-10-26,"A Protein Inventory of Human Ribosome Biogenesis Reveals an Essential Function of Exportin 5 in 60S Subunit Export",0,0,7,15,13,0,0,0,0,1,0,0,0,4832,914,68,5814,620,252,872,21,0,21,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000523",2010-11-02,"Control of Transcription by Cell Size",0,5,8,9,7,0,0,0,0,2,0,0,0,7193,2018,117,9328,605,319,924,106,0,106,0,0,0,4,"Research Article"
"10.1371/journal.pbio.1000524",2010-10-19,"Parasite Evolution and Life History Theory",0,3,2,2,0,0,0,0,0,4,0,0,0,8977,1452,107,10536,243,103,346,64,0,64,0,0,0,0,"Primer"
"10.1371/journal.pbio.1000525",2010-10-19,"Filarial Parasites Develop Faster and Reproduce Earlier in Response to Host Immune Effectors That Determine Filarial Life Expectancy",0,2,13,19,8,0,0,0,0,10,0,0,0,4101,799,49,4949,489,237,726,31,0,31,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000526",2010-11-02,"The Alarming Proximity of Parasites",0,0,0,0,0,0,0,0,0,11,0,0,0,4050,488,112,4650,48,21,69,7,0,7,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.1000527",2010-11-02,"Microglial Interactions with Synapses Are Modulated by Visual Experience",0,3,60,65,26,0,0,0,0,1,0,0,0,6604,2229,97,8930,1051,569,1620,100,0,100,0,0,0,1,"Research Article"
"10.1371/journal.pbio.1000528",2010-10-26,"Parallel Lives",0,0,0,0,0,0,0,0,0,9,0,0,0,2160,285,129,2574,40,12,52,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000529",2010-10-26,"Field Studies Reveal Strong Postmating Isolation between Ecologically Divergent Butterfly Populations",0,3,18,17,5,1,0,0,0,3,0,0,0,3515,799,64,4378,194,90,284,68,0,68,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000530",2010-10-26,"iCLIP Predicts the Dual Splicing Effects of TIA-RNA Interactions",0,5,25,4,17,0,0,0,0,0,0,0,0,4110,953,58,5121,659,396,1055,55,0,55,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000531",2010-10-26,"Making Marine Life Count: A New Baseline for Policy",65,0,3,5,3,0,0,0,0,0,0,0,0,3191,560,66,3817,149,66,215,38,0,38,1,1,0,0,"Community Page"
"10.1371/journal.pbio.1000532",2010-11-02,"Epigenetics of Royalty",0,3,5,3,4,0,0,0,0,39,2,0,0,9165,1852,152,11169,676,263,939,73,0,73,2,0,0,0,"Primer"
"10.1371/journal.pbio.1000533",2010-11-09,"The DNA Methylome of Human Peripheral Blood Mononuclear Cells",0,10,59,78,51,0,0,0,0,1,0,0,0,10975,3213,143,14331,1427,893,2320,96,0,96,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000534",2010-11-16,"A Post-Burst Afterdepolarization Is Mediated by Group I Metabotropic Glutamate Receptor-Dependent Upregulation of Ca<sub>v</sub>2.3 R-Type Calcium Channels in CA1 Pyramidal Neurons",0,2,6,8,2,0,0,0,0,0,0,0,0,1970,677,77,2724,340,201,541,20,0,20,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000535",2010-11-09,"Ancient DNA Indicates Farmers, not Just Farming, Spread West",0,1,0,0,0,0,0,0,0,27,0,0,0,8189,1099,113,9401,159,94,253,21,0,21,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.1000536",2010-11-09,"Ancient DNA from European Early Neolithic Farmers Reveals Their Near Eastern Affinities",0,8,45,46,20,1,0,0,0,87,1,10,0,23672,3830,101,27603,1571,662,2233,104,0,104,3,1,0,0,"Research Article"
"10.1371/journal.pbio.1000537",2010-11-09,"Genetic Control of Organ Shape and Tissue Polarity",0,4,16,19,5,0,0,0,0,3,0,0,0,5365,1356,79,6800,308,224,532,51,0,51,0,0,0,6,"Research Article"
"10.1371/journal.pbio.1000538",2010-11-09,"Quantitative Control of Organ Shape by Combinatorial Gene Activity",0,2,9,12,4,0,0,0,0,0,0,0,0,4255,941,61,5257,297,193,490,45,0,45,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000539",2010-11-16,"The Leukemia-Associated Mllt10/Af10-Dot1l Are Tcf4/?-Catenin Coactivators Essential for Intestinal Homeostasis",0,0,7,17,9,0,0,0,0,0,0,0,0,3267,1006,69,4342,869,450,1319,16,0,16,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000540",2010-11-23,"Regulation of Na<sup>+</sup>/K<sup>+</sup> ATPase Transport Velocity by RNA Editing",0,0,4,7,5,0,0,0,0,1,0,0,0,2315,534,92,2941,398,179,577,20,0,20,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000541",2010-11-23,"Pheromonal and Behavioral Cues Trigger Male-to-Female Aggression in <italic>Drosophila</italic>",0,0,7,14,8,1,0,0,0,15,0,0,0,5580,988,72,6640,744,268,1012,48,0,48,2,0,0,2,"Research Article"
"10.1371/journal.pbio.1000542",2010-11-16,"A Polarised Population of Dynamic Microtubules Mediates Homeostatic Length Control in Animal Cells",0,2,12,13,5,0,0,0,0,0,0,0,0,4475,1062,75,5612,445,211,656,34,0,34,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000543",2010-11-23,"Phenotypic Consequences of Copy Number Variation: Insights from Smith-Magenis and Potocki-Lupski Syndrome Mouse Models",0,0,14,19,11,0,0,0,0,0,0,0,0,2419,528,52,2999,580,331,911,26,0,26,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000544",2010-11-30,"Control of Directed Cell Migration In Vivo by Membrane-to-Cortex Attachment",0,1,22,22,10,1,0,0,0,0,0,0,0,4546,1278,108,5932,531,303,834,50,0,50,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000545",2010-11-23,"The Translation Initiation Factor 3f (eIF3f) Exhibits a Deubiquitinase Activity Regulating Notch Activation",0,1,9,12,6,0,0,0,0,0,0,0,0,2921,795,63,3779,582,297,879,13,0,13,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000546",2010-11-16,"Evolutionary Relationships of Wild Hominids Recapitulated by Gut Microbial Communities",94,15,24,33,20,1,1,0,0,41,3,0,0,9965,2193,91,12249,457,240,697,122,0,122,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000547",2010-11-30,"The Function and Three-Dimensional Structure of a Thromboxane A<sub>2</sub>/Cysteinyl Leukotriene-Binding Protein from the Saliva of a Mosquito Vector of the Malaria Parasite",0,0,4,7,7,0,0,0,0,0,0,0,0,1610,407,57,2074,250,121,371,5,0,5,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000548",2010-11-30,"Functional Brain Imaging in the Clinical Assessment of Consciousness",0,0,2,2,0,0,0,0,0,8,0,0,0,2663,538,86,3287,474,270,744,27,0,27,0,0,0,0,"Essay"
"10.1371/journal.pbio.1000549",2010-11-30,"Open Engagement: Exploring Public Participation in the Biosciences",0,4,8,14,4,0,0,0,0,1,0,0,0,3642,593,73,4308,105,44,149,20,0,20,1,0,0,0,"Editorial"
"10.1371/journal.pbio.1000550",2010-11-30,"Co-Evolution of Transcriptional Silencing Proteins and the DNA Elements Specifying Their Assembly",0,6,6,10,11,0,0,0,0,0,0,0,0,2272,600,64,2936,232,121,353,35,0,35,0,0,0,3,"Research Article"
"10.1371/journal.pbio.1000551",2010-11-30,"âInteractive Technology Assessmentâ and Beyond: the Field Trial of Genetically Modified Grapevines at INRA-Colmar",0,5,4,0,0,0,0,0,0,0,0,0,0,3060,501,52,3613,193,93,286,13,0,13,1,0,0,0,"Perspective"
"10.1371/journal.pbio.1000552",2010-11-30,"Neighbourhood Continuity Is Not Required for Correct Testis Gene Expression in <italic>Drosophila</italic>",0,2,3,6,3,0,0,0,0,0,0,0,0,2243,483,57,2783,198,94,292,30,0,30,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000553",2010-12-07,"Guidance Receptor Degradation Is Required for Neuronal Connectivity in the <italic>Drosophila</italic> Nervous System",0,0,6,8,4,0,0,0,0,0,0,0,0,2474,637,78,3189,281,161,442,21,0,21,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000554",2010-12-07,"Domain Swapping in Allosteric Modulation of DNA Specificity",0,0,2,2,1,0,0,0,0,5,0,0,0,1558,266,53,1877,149,67,216,8,0,8,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000555",2010-12-07,"<italic>S. aureus</italic> MscL Is a Pentamer In Vivo but of Variable Stoichiometries In Vitro: Implications for Detergent-Solubilized Membrane Proteins",0,0,13,14,7,0,0,0,0,5,0,0,0,2100,576,57,2733,221,106,327,13,0,13,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000556",2010-12-07,"A Mitochondrial Superoxide Signal Triggers Increased Longevity in <italic>Caenorhabditis elegans</italic>",0,1,49,58,36,0,0,0,0,0,0,0,0,10547,2797,69,13413,1719,1064,2783,45,0,45,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000557",2010-12-07,"Structure of a Classical MHC Class I Molecule That Binds âNon-Classicalâ Ligands",0,0,13,9,2,0,0,0,0,0,0,0,0,2812,535,59,3406,410,178,588,13,0,13,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000558",2010-12-07,"Melanopsin Contributions to Irradiance Coding in the Thalamo-Cortical Visual System",0,4,19,29,17,0,0,0,0,2,2,1,0,3612,1023,50,4685,460,274,734,54,0,54,1,0,0,0,"Research Article"
"10.1371/journal.pbio.1000559",2010-12-14,"High-Throughput Chemical Screen Identifies a Novel Potent Modulator of Cellular Circadian Rhythms and Reveals CKI? as a Clock Regulatory Kinase",0,0,21,24,10,0,0,0,0,10,0,1,0,7814,2001,78,9893,658,369,1027,63,0,63,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000560",2010-12-14,"Connecting Variability in Global Transcription Rate to Mitochondrial Variability",0,0,11,14,8,0,0,0,0,6,0,2,0,3764,808,61,4633,273,140,413,48,0,48,0,0,0,1,"Research Article"
"10.1371/journal.pbio.1000561",2010-12-14,"A Genetic and Functional Relationship between T Cells and Cellular Proliferation in the Adult Hippocampus",0,1,5,5,0,0,0,0,0,2,0,0,0,2619,606,65,3290,360,193,553,17,0,17,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000562",2010-12-14,"Live Imaging of Innate Immune Cell Sensing of Transformed Cells in Zebrafish Larvae: Parallels between Tumor Initiation and Wound Inflammation",0,2,20,29,15,1,0,0,0,0,0,0,0,9673,2867,81,12621,1122,580,1702,82,0,82,0,0,0,3,"Research Article"
"10.1371/journal.pbio.1000563",2010-12-21,"HER2 Phosphorylation Is Maintained by a PKB Negative Feedback Loop in Response to Anti-HER2 Herceptin in Breast Cancer",0,0,14,24,11,0,0,0,0,0,0,0,0,5772,1362,98,7232,1532,802,2334,38,0,38,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000564",2010-12-21,"Genomic DNA Sequences from Mastodon and Woolly Mammoth Reveal Deep Speciation of Forest and Savanna Elephants",0,10,18,19,6,2,0,0,0,86,2,19,0,21116,3426,157,24699,910,247,1157,141,0,141,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000565",2010-12-21,"Prox1 Regulates the Notch1-Mediated Inhibition of Neurogenesis",0,0,12,16,7,1,0,0,0,1,1,0,0,3710,1096,79,4885,775,442,1217,34,0,34,0,0,0,1,"Research Article"
"10.1371/journal.pbio.1000566",2010-12-14,"A dp53-Dependent Mechanism Involved in Coordinating Tissue Growth in <italic>Drosophila</italic>",0,0,4,10,4,0,0,0,0,0,0,0,0,2805,864,48,3717,349,199,548,44,0,44,0,0,0,0,"Research Article"
"10.1371/journal.pbio.1000567",2010-12-21,"A Novel Neural Substrate for the Transformation of Olfactory Inputs into Motor Output",0,3,6,8,3,0,0,0,0,0,0,0,0,2296,590,72,2958,317,145,462,26,0,26,0,0,0,2,"Research Article"
"10.1371/journal.pbio.1000568",2011-01-04,"The Gene Regulatory Cascade Linking Proneural Specification with Differentiation in <italic>Drosophila</italic> Sensory Neurons",0,0,7,12,7,1,0,0,0,0,0,0,0,3934,881,80,4895,428,175,603,4,0,4,0,0,0,0,"Research Article"
